Longitude,Latitude,Name,Description,House,Address,Tags,Category
103.9897073,1.362491004,Heavenly Wang - Changi Airport Terminal 1 Transit,Terminal 1 Transit,80,Airport Boulevard,Restaurants,Eats
103.9851697,1.354370736,Heavenly Wang - Changi Airport Terminal 3 Transit,Terminal 3 Transit,65,Airport Boulevard,Restaurants,Eats
103.9834828,1.338008134,Heavenly Wang - Changi Airport Terminal 4,Terminal 4 Transit,10,Airport Boulevard,Restaurants,Eats
103.8521282,1.283856981,Heavenly Wang - Clifford Centre,Clifford Centre,4,Raffles Place,Restaurants,Eats
103.9530245,1.342706186,Heavenly Wang - EastPoint Mall,East Point Mall,3,Simei Street 3,Restaurants,Eats
103.8186256,1.262063364,Heavenly Wang - Harbourfront Centre,Harbourfront Centre,1,Maritime Square,Restaurants,Eats
103.8794503,1.37566728,Heavenly Wang - Hougang 1,Hougang One,1,Hougang Street 91,Restaurants,Eats
103.8378537,1.423877598,Heavenly Wang - Khoo Teck Puat Hospital,Khoo Teck Puat Hospital (KTPH),90,Yishun Central,Restaurants,Eats
103.7990648,1.274827483,Heavenly Wang - Kitchen Loft @ MBC,Kitchen Loft Maple Tree Business City,20,Pasir Panjang Road,Restaurants,Eats
103.7988874,1.276419219,Food More  - Mapletree Business City,Mapletree Business City,50,Pasir Panjang Road Mapletree Business City,Restaurants,Eats
103.8641016,1.309742413,Food More - Aperia,Aperia,12,Kallang Ave Aperia,Restaurants,Eats
103.8554112,1.299113161,Stuff'd - Bugis Junction,Bugis Junction,200,Victoria Street,Beverages,Eats
103.8925506,1.31867575,Stuff'd - Paya Lebar Square,Paya Lebar Square,60,Paya Lebar Road,Beverages,Eats
103.944388,1.352672316,Stuff'd - Tampines Mall,Tampines Mall,4,Tampines Central,Beverages,Eats
103.7856887,1.436007845,Stuff'd - Causeway point,Causeway Point,1,Woodlands Square,Beverages,Eats
103.8564218,1.311305165,Stuff'd - City Square mall,City Square Mall,180,Kitchener Road,Beverages,Eats
103.9292677,1.324772068,Stuff'd - Bedok Mall,Bedok Mall,311,New Upper Changi Road,Beverages,Eats
103.7465581,1.397301904,Stuff'd - Yew Tee Point,Yew Tee Point,21,Choa Chu Kang North 6,Beverages,Eats
103.9019882,1.406536107,Stuff'd - Waterway point,Waterway point,83,Punggol Central,Beverages,Eats
103.8194621,1.448226532,Stuff'd - Sun Plaza,Sun Plaza,30,Sembawang Drive,Beverages,Eats
103.8215893,1.263895802,Stuff'd - Vivo City,Vivo City,1,Harbourfront Walk,Beverages,Eats
103.8936616,1.372311856,Stuff'd - Hougang Mall,Hougang Mall,90,Hougang Avenue 10,Beverages,Eats
103.89498,1.39209415,Stuff'd - Compass One,Compass One,1,Sengkang Square,Beverages,Eats
103.7566094,1.319364906,Stuff'd - Clementi Mall,Clementi Mall,3155,Commonwealth Avenue West,Beverages,Eats
103.8717045,1.350438172,Stuff'd - Nex Mall,NEX Mall,23,Serangoon Central,Beverages,Eats
103.9623893,1.334325156,Stuff'd - Changi City Point,Changi City Point,5,Changi Business Park Central 1,Beverages,Eats
103.7627412,1.378349713,Stuff'd - Hillion Mall,Hillion Mall,17,Petir Road,Beverages,Eats
103.9497157,1.372449816,Stuff'd White Sands,White Sands,1,Pasir Ris Central Street 3,Beverages,Eats
103.7449504,1.385068357,Stuff'd - Lot One,Lot One,21,Choa Chu Kang Avenue 4,Beverages,Eats
103.8357765,1.42969848,Stuff'd - North Point,North Point Shopping Centre,930,Yishun Ave 2,Beverages,Eats
103.7053082,1.339364021,Stuff'd - Jurong Point Shopping Centre,Jurong Point Shopping Centre,63,Jurong West Central 3,Beverages,Eats
103.7431704,1.33320021,Stuff'd - JEM,JEM,50,Jurong Gateway Road,Beverages,Eats
103.8269351,1.286463453,Stuff'd - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Road,Beverages,Eats
103.8760677,1.391393058,Stuff'd - Seletar Mall,The Seletar Mall,33,Sengkang West Avenue,Beverages,Eats
103.8484776,1.350239427,Stuff'd - Junction 8,Junction 8,9,Bishan Place,Beverages,Eats
103.988751,1.35519094,Stuff'd - Changi Airport Terminal 2,Changi Airport Terminal 2,60,Airport Boulevard,Beverages,Eats
103.8521282,1.283856981,Stuff'd - Clifford Centre,Clifford Centre,24,Raffles Place,Beverages,Eats
103.8397589,1.301978045,Stuff'd - Centre Point,CentrePoint,176,Orchard Road,Beverages,Eats
103.801127,1.273676578,Stuff'd - Alexandra Retail Centre,Alexandra Retail Centre,460,Alexandra Road,Beverages,Eats
103.8446971,1.284998828,Stuff'd - Chinatown Point,Chinatown Point,133,North Bridge Road,Beverages,Eats
103.9851697,1.354370736,Stuff'd - Changi Airport Terminal 3,Changi Airport Terminal 3,65,Airport Boulevard,Beverages,Eats
103.8483992,1.369248913,Stuff'd - Ang Mo Kio Hub,Ang Mo Kio Hub,53,Ang Mo Kio Ave 3,Beverages,Eats
103.9492944,1.34068474,Mr Bean - Changi General Hospital,Changi General Hospital,2,Simei Street 3,Beverages,Eats
103.7642482,1.314853218,Mr Bean - Clementi Mall,Clementi Mall,3155,Commonwealth Avenue West,Beverages,Eats
103.89498,1.39209415,Mr Bean - Compass One,Compass One,1,Sengkang Square,Beverages,Eats
103.8564218,1.311305165,Mr Bean - City Square Mall,City Square Mall,180,Kitchener Road,Beverages,Eats
103.7856887,1.436007845,Mr Bean - Causeway Point,Causeway Point,1,Woodlands Square,Beverages,Eats
103.8461152,1.298701302,Mr Bean - Dhoby XChange,Dhoby Xchange,11,Orchard Road,Beverages,Eats
103.7786378,1.311405291,Mr Bean - Dover MRT,Dover MRT,200,Commonwealth Avenue West,Beverages,Eats
103.9530245,1.342706186,Mr Bean - East Point Mall,East Point Mall,3,Simei Street 6,Beverages,Eats
103.9031003,1.319727155,Mr Bean - Eunos MRT,Eunos MRT,30,Eunos Crescent,Beverages,Eats
103.7707683,1.383580441,Mr Bean - Fajar Shopping Centre,Fajar Shopping Centre,445,Fajar Road,Beverages,Eats
103.8186256,1.262063364,Mr Bean - Harbourfront Centre,Harbourfront Centre,1,Maritime Square,Beverages,Eats
103.8936616,1.372311856,Mr Bean - Hougang Mall,Hougang Mall,90,Hougang Avenue 10,Beverages,Eats
103.856412,1.377892032,Mr Bean - ITE AMK,ITE Ang Mo Kio BLK C,2,Ang Mo Kio Drive,Beverages,Eats
103.7431704,1.33320021,Mr Bean - JEM,JEM,50,Jurong Gateway Road,Beverages,Eats
103.7421539,1.333295062,Mr Bean - Jurong East MRT,Jurong East MRT,10,Jurong East Street 12,Beverages,Eats
103.7053082,1.339364021,Mr Bean - Jurong Point 2,Jurong Point Shopping Centre,63,Jurong West Central 3,Beverages,Eats
103.8850799,1.359496643,Mr Bean - Kovan Heartland Mall,Heartland Mall Kovan,205,Hougang Street 21,Beverages,Eats
103.8713473,1.311487319,Mr Bean - Kallang MRT,Kallang MRT,5,Sims Avenue,Beverages,Eats
103.8007012,1.439916082,Mr Bean - Kampung Admiralty,Kampung Admiralty,676,Woodlands Drive 71,Beverages,Eats
103.8378537,1.423877598,Mr Bean - KTPH,Khoo Teck Puat Hospital (KTPH),90,Yishun Central,Beverages,Eats
103.7203019,1.344104772,Mr Bean - Lakeside MRT,Lakeside MRT,201,Boon Lay Way,Beverages,Eats
103.7912375,1.306245563,Mr Bean - The Metropolis,The Metropolis,9,North Buona Vista Drive,Beverages,Eats
103.8357765,1.42969848,Mr Bean - North Point,Northpoint Shopping Centre,930,Yishun Avenue 2,Beverages,Eats
103.7827095,1.293953054,Mr Bean - NUH II,Main Building National University Building Provisional East Wing,5,Lower Kent Ridge Road,Beverages,Eats
103.7874128,1.299689532,Mr Bean - One North MRT,One-North MRT Station,9,Ayer Rajah Avenue,Beverages,Eats
103.9396836,1.353496155,Mr Bean - Our Tampines Hub,Our Tampines Hub,1,Tampines Walk,Beverages,Eats
103.8930604,1.318112082,Mr Bean - Paya Lebar MRT,Paya Lebar MRT,30,Paya Lebar Road,Beverages,Eats
103.6989793,1.338562243,Mr Bean - Pioneer Polyclinic,Pioneer Polyclinic,26,Jurong West Street 61,Beverages,Eats
103.8060432,1.294558423,Mr Bean - Queenstown MRT,Queenstown MRT,301,Commonwealth Avenue,Beverages,Eats
103.8513798,1.284333921,Mr Bean - Raffles Place MRT,Raffles Place MRT,5,Raffles Place,Beverages,Eats
103.816741,1.289634531,Mr Bean - Redhill MRT,Redhill MRT,920,Tiong Bahru Road,Beverages,Eats
103.901558,1.38493202,Mr Bean - Rivervale Plaza,Rivervale Plaza,118,Rivervale Drive,Beverages,Eats
103.8307218,1.279939682,Mr Bean - SGH,Singapore General Hospital (SGH),4,Outram Road,Beverages,Eats
103.8194621,1.448226532,Mr Bean - Sun Plaza,Sun Plaza,30,Sembawang Drive,Beverages,Eats
103.8438921,1.320429661,Mr Bean - Square 2,Square 2,10,Sinaran Drive,Beverages,Eats
103.9600422,1.354364934,Mr Bean - Tampines Mart,Tampines Mart,9,Tampines Street 32,Beverages,Eats
103.8322453,1.303979869,Polar Puffs & Cakes - Orchard MRT,Orchard MRT,437,Orchard Road,Bakeries,Eats
103.8317579,1.293802346,Polar Puffs & Cakes - Great World City,Great World City,1,Kim Seng Promenade,Bakeries,Eats
103.8269351,1.286463453,Polar Puffs & Cakes - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Road,Bakeries,Eats
103.8454218,1.276516012,Polar Puffs & Cakes - Tanjong Pagar MRT,Tanjong Pagar MRT Station,120,Maxwell Road,Bakeries,Eats
103.89498,1.39209415,Polar Puffs & Cakes - Compass One,Compass One,1,Sengkang Square,Bakeries,Eats
103.8936616,1.372311856,Polar Puffs & Cakes - Hougang Mall,Hougang Mall,90,Hougang Avenue 10,Bakeries,Eats
103.8717045,1.350438172,Polar Puffs & Cakes - NEX,NEX,23,Serangoon Central,Bakeries,Eats
103.8760677,1.391393058,Polar Puffs & Cakes - Seletar Mall,Seletar Mall,33,Sengkang West Avenue,Bakeries,Eats
103.9019882,1.406536107,Polar Puffs & Cakes - Waterway Point,Waterway Point,82,Punggol Central,Bakeries,Eats
103.8483992,1.369248913,Polar Puffs & Cakes - Ang Mo Kio Hub,Ang Mo Kio Hub,53,Ang Mo Kio Avenue 3,Bakeries,Eats
103.8484776,1.350239427,Polar Puffs & Cakes - Junction 8,Junction 8,9,Bishan Place,Bakeries,Eats
103.7856887,1.436007845,Polar Puffs & Cakes - Causeway Point,Causeway Point,1,Woodlands Square,Bakeries,Eats
103.845389,1.321715977,Polar Puffs & Cakes - Tan Tock Seng Hospital,Tan Tock Seng Hospital (TTSH),11,Jalan Tan Tock Seng,Bakeries,Eats
103.8466501,1.310448527,Polar Puffs & Cakes - KK Women's and Children's Hospital,KK Women's and Children's Hospital (KKH),100,Bukit Timah Road,Bakeries,Eats
103.8513798,1.284333921,Polar Puffs & Cakes -Raffles Place MRT,Raffles Place MRT,5,Raffles Place,Bakeries,Eats
103.8375243,1.341809693,Polar Puffs & Cakes - Mount Alvernian Hospital Medical Centre,Mount Alvernia Hospital,820,Thomson Road,Bakeries,Eats
103.8930013,1.394299412,Polar Puffs & Cakes - Sengkang General Hospital,Sengkang General Hospital,110,Sengkang East Way,Bakeries,Eats
103.8466501,1.310448527,Heavenly Wang - KK Hospital,KK Hospital,100,Bukit Timah Road,Cafés,Eats
103.8542974,1.279105668,Heavenly Wang - MBFC Tower 3,Marina Bay Financial Centre (MBFC),12,Marina Boulevard,Cafés,Eats
103.7438655,1.335533819,Heavenly Wang - Ng Teng Fong Hospital,Ng Teng Fong General Hospital Tower B,1,Jurong East Street 21,Cafés,Eats
103.8392241,1.300509542,Heavenly Wang - Orchard Gateway,Orchard Gateway,277,Orchard Road,Cafés,Eats
103.8450476,1.300747543,Heavenly Wang - Plaza Singapura,Plaza Singapura,68,Orchard Road,Cafés,Eats
103.901558,1.38493202,Heavenly Wang - Rivervale Plaza,Rivervale Plaza,118,Rivervale Drive,Cafés,Eats
103.9060319,1.410113282,Heavenly Wang - SAFRA Punggol,Safra Punggol,9,Sentul Crescent,Cafés,Eats
103.8346761,1.302424166,Heavenly Wang - Takashimaya Shopping Centre,Takashimaya Shopping Centre,319B,Orchard Road,Cafés,Eats
103.8352403,1.303723214,Shimbashi Soba - Paragon,Paragon,290,Orchard Road,Restaurants,Eats
103.8317579,1.293802346,Shimbashi Soba - Great World City,Great World City,1,Kim Seng Promenade,Restaurants,Eats
103.8609773,1.301301592,Jason Niang Dou Fu - Beach Road,,321,Beach Road,Restaurants,Eats
103.8307218,1.279939682,Kaki makan Pte. Ltd. - Singapore General Hospital,Block 3 Singapore General Hospital,2,2 Outram Road,Restaurants,Eats
103.6921041,1.367337761,Sodexo - Singapore Civil Defence Force,"Civil Defence Academy (CDA) National Service Training Institute (NSTI), Police Coast Guard",101,101 Jalan Bahar,Restaurants,Eats
103.89498,1.39209415,KOI - Compass One,Compass One,1,Sengkang Square,Beverages,Eats
103.8339419,1.304485791,KOI - Lucky Plaza,Lucky Plaza,304,Orchard Road,Beverages,Eats
103.742586,1.334025287,KOI - Jurong East,Jurong East,3,Gateway Drive Westgate,Beverages,Eats
103.8364202,1.429918063,KOI - Yishun 10 Multiplex,Yishun 10 Multiplex,51,Yishun Central 1,Beverages,Eats
103.7886962,1.307683501,KOI - Buona Vista MRT,Buona Vista MRT,100,North Buona Vista Road,Beverages,Eats
103.859344,1.29296504,KOI - Millenia Walk,Millenia Walk,9,Raffles Boulevard,Beverages,Eats
103.8215893,1.263895802,KOI - Vivo City,Vivo City,1,Harbourfront Walk,Beverages,Eats
103.8376844,1.301385095,KOI - 313@Somerset,313@Somerset,313,Orchard Road,Beverages,Eats
103.8450476,1.300747543,KOI - Plaza Singapura,Plaza Singapura,68,Orchard Road,Beverages,Eats
103.9851697,1.354370736,KOI - Changi Airport T3,Changi Airport T3,65,Airport Boulevard,Beverages,Eats
103.8717045,1.350438172,KOI - Serangoon Nex,NEX,23,Serangoon Central,Beverages,Eats
103.8564218,1.311305165,KOI - City Square,City Square Mall,180,Kitchener Road,Beverages,Eats
103.9623893,1.334325156,KOI - Changi City Point,Changi City Point,5,Changi Business Park Central 1,Beverages,Eats
103.8930604,1.318112082,KOI - Paya Lebar,Paya Lebar MRT,30,Paya Lebar Road,Beverages,Eats
103.7058454,1.338493279,KOI - Boon Lay MRT,Boon Lay MRT,301,Boon Lay Way,Beverages,Eats
103.8933506,1.371588401,KOI - Hougang Central,,810,Hougang Central,Beverages,Eats
103.8494552,1.369428549,KOI - Ang Mo Kio MRT,Ang Mo Kio MRT,2450,Ang Mo Kio Avenue 8,Beverages,Eats
103.8480789,1.350705669,KOI - Bishan MRT,Bishan MRT,200,Bishan Road,Beverages,Eats
103.7493345,1.348710802,KOI - Bukit Batok MRT,Bukit Batok MRT,10,Bukit Batok Central,Beverages,Eats
103.8760677,1.391393058,KOI - Seletar Mall,Seletar Mall,33,Sengkang West Avenue,Beverages,Eats
103.8541735,1.292777723,KOI - City Link Mall,City Link Mall,1,Raffles Link,Beverages,Eats
103.8313951,1.30403577,KOI - ION Orchard,Ion Orchard,2,Orchard Turn,Beverages,Eats
103.7473297,1.39712886,KOI - Yew Tee MRT,Yew Tee MRT,61,Choa Chu Kang Drive,Beverages,Eats
103.9448383,1.353646577,KOI - Tampines MRT,Tampines MRT,20,Tampines Central 1,Beverages,Eats
103.9497157,1.372449816,KOI - White Sands,White Sands,1,Pasir Ris Central Street 3,Beverages,Eats
103.9019882,1.406536107,KOI - Waterway Point,Waterway Point,83,Punggol Central,Beverages,Eats
103.8446971,1.284998828,KOI - Chinatown Point,Chinatown Point,133,New Bridge Road,Beverages,Eats
103.9530245,1.342706186,KOI - Eastpoint Mall,East Point Mall,3,Simei Street 6,Beverages,Eats
103.7860668,1.436819624,KOI - Woodlands MRT,Woodlands MRT,30,Woodlands Avenue 2,Beverages,Eats
103.8520589,1.283619821,KOI - The Arcade,The Arcade,11,Collyer Quay,Beverages,Eats
103.7064609,1.339830153,KOI - Jurong Point,Jurong Point,1,Jurong West Central 2,Beverages,Eats
103.7627412,1.378349713,KOI - Hillion Mall,Hillion Mall,17,Petir Road,Beverages,Eats
103.7441391,1.385672711,KOI - Choa Chu Kang,Choa Chu Kang MRT,10,Choa Chu Kang Avenue 4,Beverages,Eats
103.8436568,1.320211,KOI - Novena Square,Novena Square,238,Thomson Road,Beverages,Eats
103.7857623,1.304579616,Thyme @ Rochester - Rochester Park,,44,Rochester Park,Restaurants,Eats
103.8273966,1.270452329,PSA - Keppel Distripark Cafeteria,Keppel Distripark,519,Kampong Bahru Road,Cafés,Eats
103.8813266,1.310105645,AMGD - Guillemard Road,,94,Guillemard Road,Restaurants,Eats
103.7676476,1.228748693,Sodexo - Shell Bukom Staff Canteen,,,Pulau Bukom,Cafés,Eats
103.8050324,1.282431346,Sodexo - HP Staff Cafeteria Canteen,Hewlett Packard Enterprise,1,Depot Close,Cafés,Eats
103.890236,1.383440438,Al-Mawaddah Café - Masjid Al-Mawaddah,Masjid Al-Mawaddah,151,Compassvale Bow,Cafés,Eats
103.8161772,1.279463045,Sin Hong Yun Pte. Ltd. - DSTA,DSTA,1,Depot Road,Restaurants,Eats
103.8357765,1.42969848,Gong Cha - Northpoint,Northpoint City,930,Yishun Avenue 2,Beverages,Eats
103.8940672,1.318856103,Gong Cha - Singpost,Singapore Post Centre,10,Eunos Road 8,Beverages,Eats
103.8346761,1.302424166,Gong Cha - Takashimaya,Takashimaya,391A,Orchard Road,Beverages,Eats
103.7734922,1.303995508,Gong Cha - NUS UTown,NUS UTown,1,Create Way,Beverages,Eats
103.742586,1.334025287,Gong Cha - Westgate,Westgate,3,Gateway Drive,Beverages,Eats
103.9031003,1.319727155,Gong Cha - Eunos MRT,Eunos MRT Station,30,Eunos Crescent,Beverages,Eats
103.8450476,1.300747543,Gong Cha - Plaza Singapura,Plaza Singapura,68,Orchard Road,Beverages,Eats
103.8509824,1.284339935,Gong Cha - Podium Tower,Shopping Podium Tower,1,Raffles Place,Beverages,Eats
103.7860668,1.436819624,Gong Cha - Woodlands MRT,Woodlands MRT Station,30,Woodlands Avenue,Beverages,Eats
103.8360921,1.428035845,Green Signature - Northpoint City,Northpoint City,1,Northpoint Drive,Restaurants,Eats
103.8527683,1.293760279,Sufood - Raffles City,Raffles City,252,North Bridge Road,Restaurants,Eats
103.8474181,1.283770155,Sushi Tei - China Square Central,China Square Central,20,Cross Street,Restaurants,Eats
103.7961052,1.310529774,Sushi Tei - Hollang Villang,Raffles @ Holland Village,118,Holland Avenue,Restaurants,Eats
103.7431704,1.33320021,Sushi Tei - JEM,JEM,50,Jurong Gateway Road,Restaurants,Eats
103.8227889,1.279953974,Sushi Tei - North Point,Cendex Centre,120,Lower Delta Road,Restaurants,Eats
103.8352403,1.303723214,Sushi Tei - Orchard Paragon,Paragon,290,Orchard Road,Restaurants,Eats
103.8527683,1.293760279,Sushi Tei - Raffles City,Raffles City Shopping Centre,252,North Bridge Road,Restaurants,Eats
103.8717045,1.350438172,Sushi Tei - Serangoon Central,NEX,23,Serangoon Central,Restaurants,Eats
103.8654876,1.364207954,Sushi Tei - Serangoon Garden Way,,"64,64A",Serangoon Garden Way,Restaurants,Eats
103.9450195,1.35431556,Sushi Tei - Tampined One,Tampines One,10,Tampines Central 1,Restaurants,Eats
103.8269351,1.286463453,Sushi Tei - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Road,Restaurants,Eats
103.8309198,1.354669019,Sushi Tei - Thomson Plaza,Thomson Plaza,301,Upper Thomson Road,Restaurants,Eats
103.8215893,1.263895802,Sushi Tei - VivoCity,Vivo City,1,Harbourfront Walk,Restaurants,Eats
103.7652845,1.303582681,Sushi Tei - West Coast Plaza,West Coast Plaza Shopping Mall,154,West Coast Road,Restaurants,Eats
103.7690968,1.275758212,Oh's Farm Catering (F&B) Pte. Ltd.,Brani Terminal Building,,Keppel Road,Restaurants,Eats
103.8480526,1.33257175,KOI - Toa Payoh Hub,HDB Hub Toa Payoh,490,Lorong 6 Toa Payoh,Beverages,Eats
103.9060746,1.302559764,KOI - Marine Parade Central,,83,Marine Parade Central,Beverages,Eats
103.8473214,1.369775267,KOI - Ang Mo Kio Central,,703,Ang Mo Kio Avenue 8,Beverages,Eats
103.8494673,1.349466337,KOI - Bishan,,513,Bishan Street 13,Beverages,Eats
103.8535181,1.299660159,KOI - Bugis+,Bugis+,201,Victoria Street,Beverages,Eats
103.7640104,1.314210512,KOI - Clementi,,443,Clementi Avenue 3,Beverages,Eats
103.9444581,1.354801078,KOI - Tampines,Tampines,510,Tampines Central 1,Beverages,Eats
103.9292677,1.324772068,KOI - Bedok Mall,Bedok Mall,311,New Uppoer Changi Road,Beverages,Eats
103.8357765,1.42969848,Polar Puffs & Cakes - North Point,North Point Shopping Centre,930,Yishun Avenue 2,Bakeries,Eats
103.8438921,1.320429661,Polar Puffs & Cakes - Novena Square 2,Novena Square 2,10,Sinaran Drive,Bakeries,Eats
103.8244951,1.441767148,Polar Puffs & Cakes - Sembawang Shopping Centre,Sembawang Shopping Centre,604,Sembawang Road,Bakeries,Eats
103.9292677,1.324772068,Polar Puffs & Cakes - Bedok Mall,Bedok Mall,311,New Upper Changi Road,Bakeries,Eats
103.8554112,1.299113161,Polar Puffs & Cakes - Bugis Junction,Bugis Junction,200,Victoria Street,Bakeries,Eats
103.944388,1.352672316,Polar Puffs & Cakes - Tampines Mall,Tampines Mall,4,Tampines Central 5,Bakeries,Eats
103.9497157,1.372449816,Polar Puffs & Cakes - White Sands,White Sands,1,Pasir Ris Central Street 3,Bakeries,Eats
103.7642482,1.314853218,Polar Puffs & Cakes - The Clementi Mall,The Clementi Mall,3155,Commonwealth Avenue West,Bakeries,Eats
103.7064609,1.339830153,Polar Puffs & Cakes - Jurong Point,Jurong Point,1,Jurong West Central 2,Bakeries,Eats
103.7449504,1.385068357,Polar Puffs & Cakes - Lot 1 Shoppers' Mall,Lot 1 Shoppers' Mall,21,Choa Chu Kang Avenue 4,Bakeries,Eats
103.749022,1.35018916,Polar Puffs & Cakes - West Mall,West Mall,1,Bukit Batok Central Link,Bakeries,Eats
103.944388,1.352672316,Mr Bean - Tampines Mall,Tampines Mall,4,Tampines Mall 5,Bakeries,Eats
103.9448383,1.353646577,Mr Bean - Tampines MRT,Tampines MRT,20,Tampines Central 1,Bakeries,Eats
103.8470504,1.332965491,Mr Bean - Toa Payoh Hub,Toa Payoh Hub,500,Toa Payoh Lor 6,Bakeries,Eats
103.8454218,1.276516012,Mr Bean - Tanjong Pagar MRT,Tanjong Pagar MRT Station,120,Maxwell Road,Bakeries,Eats
103.8887158,1.336356489,Mr Bean - Tai Seng,Mapletree 18,18,Tai Seng Street,Bakeries,Eats
103.845389,1.321715977,Mr Bean - TTSH,Tan Tock Seng Hospital (TTSH),11,Jalan Tan Tock Seng,Bakeries,Eats
103.8215893,1.263895802,Mr Bean - Vivo City,Vivo City,1,Harbourfront Walk,Bakeries,Eats
103.749022,1.35018916,Mr Bean - West Mall,West Mall,1,Bukit Batok Central Link,Bakeries,Eats
103.9019882,1.406536107,Mr Bean - Waterway Point,Waterway Point,83,Punggol Central,Bakeries,Eats
103.7465581,1.397301904,Mr Bean - Yew Tee Point,Yew Tee Point,21,Choa Chu Kang North 6,Bakeries,Eats
103.8488508,1.297925239,Mr Bean - SMU,"Singapore Management University (SMU), School of Economics & Social Science",90,Stamford Road,Bakeries,Eats
103.8625256,1.307809275,Mr Bean - V Hotel,V Hotel Lavender,70,Jellicoe Road,Bakeries,Eats
103.8484776,1.350239427,Mr Bean - Junction 8,Junction 8,9,Bishan Place,Bakeries,Eats
103.850574,1.283483633,Mr Bean - Republic Plaza,Republic Plaza,9,Raffles Place,Bakeries,Eats
103.7325967,1.342352818,Mr Bean - Chinese Garden MRT,Chinese Garden MRT,151,Boon Lay Way,Bakeries,Eats
103.8930013,1.394299412,Mr Bean - Sengkang General Hospital,Sengkang General Hospital,110,Sengkang East Way,Bakeries,Eats
103.8477982,1.32139722,Mr Bean - National Centre of Infectious Disease,National Centre of Infectious Disease,16,Jalan Tan Tock Seng,Bakeries,Eats
103.8360921,1.428035845,Mr Bean - Northpoint City,Northpoint City,1,Northpoint Drive,Bakeries,Eats
103.8680765,1.331303508,Mr Bean - Poiz Centre,Poiz Centre,51,Upper Serangoon Road,Bakeries,Eats
103.7832396,1.29585937,Mr Bean - National University Hospital,National University Hospital,9,Lower Kent Ridge Road,Bakeries,Eats
103.7874041,1.299294056,Mr Bean - Fusionopolis,Fusionopolis,1,Fusionopolis Place,Bakeries,Eats
103.8466501,1.310448527,Mr Bean - KK Women's and Children's Hospital (KKH),KK Women's and Children's Hospital (KKH),100,Bukit Timah Road,Bakeries,Eats
103.8838557,1.378937418,Mr Bean - Buangkok Link,Buangkok Link,911,Buangkok Link,Bakeries,Eats
103.8391907,1.430358511,Mr Bean - Yishun Polyclinic,Yishun Polyclinic,2,Yishun Avenue 9,Bakeries,Eats
103.8269351,1.286463453,Mr Bean - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Road,Bakeries,Eats
103.9497157,1.372449816,Mr Bean - White Sands,White Sands,1,Pasir Ris Central Street 3,Bakeries,Eats
103.8576755,1.294879041,Mr Bean - Suntec City Mall East Wing 3,Suntec City Mall East Wing 3,,Temasek Boulevard,Bakeries,Eats
103.8927244,1.317523841,Mr Bean - Paya Lebar Quarter,Paya Lebar Quarter,10,Paya Lebar Road,Bakeries,Eats
103.6788181,1.346764651,Mr Bean - NTU,"Nanyang Technological University, North Spine Plaza",50,Nanyang Avenue,Bakeries,Eats
103.819459,1.256573486,Eurest - Resorts World Sentosa (Hoyeh),Resorts World Sentosa,,26 Sentosa Gateway,Restaurants,Eats
103.819459,1.256573486,Eurest - Resorts World Sentosa (Bagus),Resorts World Sentosa,,26 Sentosa Gateway,Restaurants,Eats
103.7673048,1.438482203,Eurest - GSP FAB 6 Global Foundries,Global Foundries,60,Woodlands Industrial Park D Street 2,Restaurants,Eats
103.7673048,1.438482203,"Eurest - GSP FAB 2,SM P3 Global Foundries",Global Foundries,60,Woodlands Industrial Park D Street 2,Restaurants,Eats
103.9288009,1.3708498,Eurest - GSP 3E Global Foundries,Global Foundries,60,1 Tampines Industrial Avenue 5,Restaurants,Eats
103.6413905,1.297280162,Eurest - Roche Café,,10,Tuas Bay Link,Restaurants,Eats
103.9658325,1.334132417,Eurest - Citibank Café,Citibank Changi Business Park Instant Banking Centre,3,Changi Business Park Crescent,Restaurants,Eats
103.944388,1.352672316,Gong Cha - Century Square,Century Square,2,Tampines Central,Beverages,Eats
103.8505662,1.295090444,Gong Cha - SMU,Lee Kong Chian School of Business,50,Stamford Road,Beverages,Eats
103.8479654,1.332975621,Gong Cha - Toa Payoh,,190,Lorong 6 Toa Payoh,Beverages,Eats
103.8477982,1.32139722,Gong Cha - TTSH,Tan Tock Seng Hospital (TTSH),16,Jalan Tan Tock Seng,Beverages,Eats
103.8554112,1.299113161,Gong Cha - Bugis Junction,Bugis Junction,200,Victoria Street,Beverages,Eats
103.89498,1.39209415,Gong Cha - Compass One,Compass One,1,Sengkang Square,Beverages,Eats
103.9492651,1.373008042,Gong Cha - Pasir Ris MRT,Pasir Ris MRT,10,Pasir Ris Central,Beverages,Eats
103.9533713,1.343203414,Gong Cha - Simei MRT,Simei MRT,30,Simei Street 3,Beverages,Eats
103.7676411,1.359269266,Sunnychoice - The Rail Mall,The Rail Mall,434,Upper Bukit Timah Road,Beverages,Eats
103.749915,1.35008771,Sunnychoice - Bukit Batok Central,,630,Bukit Batok Central,Beverages,Eats
103.8029997,1.285933668,Sunnychoice - Bukit Merah,,125,Bukit Merah Lane 1,Beverages,Eats
